Label,Tweet,Tokenization,Stop_Removal,Tweet_Stemmed
Non_HS,"mereka koruptor meletakkan kitab suci ditempat paling rendah tapi masih sok jadi pemilik kapling surga","['mereka', 'koruptor', 'meletakkan', 'kitab', 'suci', 'ditempat', 'paling', 'rendah', 'tapi', 'masih', 'sok', 'jadi', 'pemilik', 'kapling', 'surga']","['koruptor', 'meletakkan', 'kitab', 'suci', 'ditempat', 'rendah', 'sok', 'pemilik', 'kapling', 'surga']","['koruptor', 'letak', 'kitab', 'suci', 'tempat', 'rendah', 'sok', 'milik', 'kapling', 'surga']"
Non_HS,"ohhani woww dukungan rakyat palestina ahok dituduhs penista agama mrk mengelukan ahok ahok the best nonhs pencitraan socmed itu boleh boleh aja tapi harus bisa tanggung jawab sama citra yang udh dibikin jangan sampe jadi malu maluin kasian","['ohhani', 'woww', 'dukungan', 'rakyat', 'palestina', 'ahok', 'dituduhs', 'penista', 'agama', 'mrk', 'mengelukan', 'ahok', 'ahok', 'the', 'best', 'nonhs', 'pencitraan', 'socmed', 'itu', 'boleh', 'boleh', 'aja', 'tapi', 'harus', 'bisa', 'tanggung', 'jawab', 'sama', 'citra', 'yang', 'udh', 'dibikin', 'jangan', 'sampe', 'jadi', 'malu', 'maluin', 'kasian']","['ohhani', 'woww', 'dukungan', 'rakyat', 'palestina', 'ahok', 'dituduhs', 'penista', 'agama', 'mrk', 'mengelukan', 'ahok', 'ahok', 'the', 'best', 'nonhs', 'pencitraan', 'socmed', 'aja', 'tanggung', 'citra', 'udh', 'dibikin', 'sampe', 'malu', 'maluin', 'kasian']","['ohhani', 'woww', 'dukung', 'rakyat', 'palestina', 'ahok', 'dituduhs', 'nista', 'agama', 'mrk', 'elu', 'ahok', 'ahok', 'the', 'best', 'nonhs', 'citra', 'socmed', 'aja', 'tanggung', 'citra', 'udh', 'bikin', 'sampe', 'malu', 'maluin', 'kasi']"
Non_HS,"kasus kicauan ahmad dhani dilimpahkan polres metro jakarta selatan","['kasus', 'kicauan', 'ahmad', 'dhani', 'dilimpahkan', 'polres', 'metro', 'jakarta', 'selatan']","['kicauan', 'ahmad', 'dhani', 'dilimpahkan', 'polres', 'metro', 'jakarta', 'selatan']","['kicau', 'ahmad', 'dhani', 'limpah', 'polres', 'metro', 'jakarta', 'selatan']"
Non_HS,"kahfi komplit bgt yaaaa heran nya msh aja percaya dan idolain dia","['kahfi', 'komplit', 'bgt', 'yaaaa', 'heran', 'nya', 'msh', 'aja', 'percaya', 'dan', 'idolain', 'dia']","['kahfi', 'komplit', 'bgt', 'yaaaa', 'heran', 'nya', 'msh', 'aja', 'percaya', 'idolain']","['kahfi', 'komplit', 'bgt', 'yaaaa', 'heran', 'nya', 'msh', 'aja', 'percaya', 'idolain']"
Non_HS,"rbrd bagaimana keadilan bisa tercipta jika penista agama belum vonis penjara","['rbrd', 'bagaimana', 'keadilan', 'bisa', 'tercipta', 'jika', 'penista', 'agama', 'belum', 'vonis', 'penjara']","['rbrd', 'keadilan', 'tercipta', 'penista', 'agama', 'vonis', 'penjara']","['rbrd', 'adil', 'cipta', 'nista', 'agama', 'vonis', 'penjara']"
Non_HS,"bro kalau dimaksud fatwa penista agama mui gak pernah mengeluarkan fatwa","['bro', 'kalau', 'dimaksud', 'fatwa', 'penista', 'agama', 'mui', 'gak', 'pernah', 'mengeluarkan', 'fatwa']","['bro', 'fatwa', 'penista', 'agama', 'mui', 'gak', 'mengeluarkan', 'fatwa']","['bro', 'fatwa', 'nista', 'agama', 'mui', 'gak', 'keluar', 'fatwa']"
Non_HS,"sidang hari ini makin menguatkan bahwa ahok bukan penista agama ada yang bisa bantah","['sidang', 'hari', 'ini', 'makin', 'menguatkan', 'bahwa', 'ahok', 'bukan', 'penista', 'agama', 'ada', 'yang', 'bisa', 'bantah']","['sidang', 'menguatkan', 'ahok', 'penista', 'agama', 'bantah']","['sidang', 'kuat', 'ahok', 'nista', 'agama', 'bantah']"
Non_HS,"sebut ahok bukan akademisi ahmad dhani secara intelektual lebih intelek bang anies","['sebut', 'ahok', 'bukan', 'akademisi', 'ahmad', 'dhani', 'secara', 'intelektual', 'lebih', 'intelek', 'bang', 'anies']","['ahok', 'akademisi', 'ahmad', 'dhani', 'intelektual', 'intelek', 'bang', 'anies']","['ahok', 'akademisi', 'ahmad', 'dhani', 'intelektual', 'intelek', 'bang', 'anies']"
Non_HS,"melakukan penista agama sesungguhnya agama suci digunakan alat untuk mengejar jabatan kekuasaan","['melakukan', 'penista', 'agama', 'sesungguhnya', 'agama', 'suci', 'digunakan', 'alat', 'untuk', 'mengejar', 'jabatan', 'kekuasaan']","['penista', 'agama', 'sesungguhnya', 'agama', 'suci', 'alat', 'mengejar', 'jabatan', 'kekuasaan']","['nista', 'agama', 'sungguh', 'agama', 'suci', 'alat', 'kejar', 'jabat', 'kuasa']"
Non_HS,"kalah pilkada bekasi ahmad dhani jadi juru kampanye pasangan anies sandi","['kalah', 'pilkada', 'bekasi', 'ahmad', 'dhani', 'jadi', 'juru', 'kampanye', 'pasangan', 'anies', 'sandi']","['kalah', 'pilkada', 'bekasi', 'ahmad', 'dhani', 'juru', 'kampanye', 'pasangan', 'anies', 'sandi']","['kalah', 'pilkada', 'bekas', 'ahmad', 'dhani', 'juru', 'kampanye', 'pasang', 'anies', 'sandi']"
Non_HS,"bravo closing statement anies malam ini kalau nggak ada debat saya nggak mungkin nonton mata najwa sdh lama tdk suka","['bravo', 'closing', 'statement', 'anies', 'malam', 'ini', 'kalau', 'nggak', 'ada', 'debat', 'saya', 'nggak', 'mungkin', 'nonton', 'mata', 'najwa', 'sdh', 'lama', 'tdk', 'suka']","['bravo', 'closing', 'statement', 'anies', 'malam', 'nggak', 'debat', 'nggak', 'nonton', 'mata', 'najwa', 'sdh', 'tdk', 'suka']","['bravo', 'closing', 'statement', 'anies', 'malam', 'nggak', 'debat', 'nggak', 'nonton', 'mata', 'najwa', 'sdh', 'tdk', 'suka']"
Non_HS,"jawaban terakhir anis jadi bikin ingat jawaban dia pas debat kemarin jawaban anda menarik tapi tidak nyambung","['jawaban', 'terakhir', 'anis', 'jadi', 'bikin', 'ingat', 'jawaban', 'dia', 'pas', 'debat', 'kemarin', 'jawaban', 'anda', 'menarik', 'tapi', 'tidak', 'nyambung']","['anis', 'bikin', 'pas', 'debat', 'kemarin', 'menarik', 'nyambung']","['anis', 'bikin', 'pas', 'debat', 'kemarin', 'tarik', 'nyambung']"
Non_HS,"buzzer ahok lagi kerja keras nih ayo kerja tar gajian turun","['buzzer', 'ahok', 'lagi', 'kerja', 'keras', 'nih', 'ayo', 'kerja', 'tar', 'gajian', 'turun']","['buzzer', 'ahok', 'kerja', 'keras', 'nih', 'ayo', 'kerja', 'tar', 'gajian', 'turun']","['buzzer', 'ahok', 'kerja', 'keras', 'nih', 'ayo', 'kerja', 'tar', 'gaji', 'turun']"
Non_HS,"kerendahan hati dan lawan kerendahan hati kelihatan banget","['kerendahan', 'hati', 'dan', 'lawan', 'kerendahan', 'hati', 'kelihatan', 'banget']","['kerendahan', 'hati', 'lawan', 'kerendahan', 'hati', 'banget']","['rendah', 'hati', 'lawan', 'rendah', 'hati', 'banget']"
Non_HS,"kok gaya pak kayak sby","['kok', 'gaya', 'pak', 'kayak', 'sby']","['gaya', 'kayak', 'sby']","['gaya', 'kayak', 'sby']"
Non_HS,"kenyataannya anis nyaman bgt dgn isu sara kok kan nguntungin anis pura sok bijak pdhl menikmati isu sara","['kenyataannya', 'anis', 'nyaman', 'bgt', 'dgn', 'isu', 'sara', 'kok', 'kan', 'nguntungin', 'anis', 'pura', 'sok', 'bijak', 'pdhl', 'menikmati', 'isu', 'sara']","['kenyataannya', 'anis', 'nyaman', 'bgt', 'dgn', 'isu', 'sara', 'nguntungin', 'anis', 'pura', 'sok', 'bijak', 'pdhl', 'menikmati', 'isu', 'sara']","['nyata', 'anis', 'nyaman', 'bgt', 'dgn', 'isu', 'sara', 'nguntungin', 'anis', 'pura', 'sok', 'bijak', 'pdhl', 'nikmat', 'isu', 'sara']"
Non_HS,"nyesel liat debat tidak bermutu cuma bisa mencela","['nyesel', 'liat', 'debat', 'tidak', 'bermutu', 'cuma', 'bisa', 'mencela']","['nyesel', 'liat', 'debat', 'bermutu', 'mencela']","['nyesel', 'liat', 'debat', 'mutu', 'cela']"
Non_HS,"kesimpulan saya tdk rela punya gub seorg anies dan percaya ahok akan menang salam jari","['kesimpulan', 'saya', 'tdk', 'rela', 'punya', 'gub', 'seorg', 'anies', 'dan', 'percaya', 'ahok', 'akan', 'menang', 'salam', 'jari']","['kesimpulan', 'tdk', 'rela', 'gub', 'seorg', 'anies', 'percaya', 'ahok', 'menang', 'salam', 'jari']","['simpul', 'tdk', 'rela', 'gub', 'seorg', 'anies', 'percaya', 'ahok', 'menang', 'salam', 'jari']"
Non_HS,"ahoker panas dingin ahok kalah debat sama anis","['ahoker', 'panas', 'dingin', 'ahok', 'kalah', 'debat', 'sama', 'anis']","['ahoker', 'panas', 'dingin', 'ahok', 'kalah', 'debat', 'anis']","['ahoker', 'panas', 'dingin', 'ahok', 'kalah', 'debat', 'anis']"
Non_HS,"ada tahu backsound penutup mata najwa ini siapa musisinya dan apa judulnya","['ada', 'tahu', 'backsound', 'penutup', 'mata', 'najwa', 'ini', 'siapa', 'musisinya', 'dan', 'apa', 'judulnya']","['backsound', 'penutup', 'mata', 'najwa', 'musisinya', 'judulnya']","['backsound', 'tutup', 'mata', 'najwa', 'musisi', 'judul']"
Non_HS,"ahok apapun hanya utk rakyat anies tkt dicurangi ngerti bedanya","['ahok', 'apapun', 'hanya', 'utk', 'rakyat', 'anies', 'tkt', 'dicurangi', 'ngerti', 'bedanya']","['ahok', 'apapun', 'utk', 'rakyat', 'anies', 'tkt', 'dicurangi', 'ngerti', 'bedanya']","['ahok', 'apa', 'utk', 'rakyat', 'anies', 'tkt', 'curang', 'ngerti', 'beda']"
Non_HS,"mantapppp mata najwa diskusi lebih hidup dan mendidik jauh berkualitas banding debat selenggarakan kpu","['mantapppp', 'mata', 'najwa', 'diskusi', 'lebih', 'hidup', 'dan', 'mendidik', 'jauh', 'berkualitas', 'banding', 'debat', 'selenggarakan', 'kpu']","['mantapppp', 'mata', 'najwa', 'diskusi', 'hidup', 'mendidik', 'berkualitas', 'banding', 'debat', 'selenggarakan', 'kpu']","['mantapppp', 'mata', 'najwa', 'diskusi', 'hidup', 'didik', 'kualitas', 'banding', 'debat', 'selenggara', 'kpu']"
Non_HS,"mbak najwa ayo ketengah lagi sedikit jgn terlihat kiri dgn meminta terus pak anies cpt menyelesaikan kalimatnya","['mbak', 'najwa', 'ayo', 'ketengah', 'lagi', 'sedikit', 'jgn', 'terlihat', 'kiri', 'dgn', 'meminta', 'terus', 'pak', 'anies', 'cpt', 'menyelesaikan', 'kalimatnya']","['mbak', 'najwa', 'ayo', 'ketengah', 'jgn', 'kiri', 'dgn', 'anies', 'cpt', 'menyelesaikan', 'kalimatnya']","['mbak', 'najwa', 'ayo', 'tengah', 'jgn', 'kiri', 'dgn', 'anies', 'cpt', 'selesai', 'kalimat']"
Non_HS,"dan soal soal ribut ribut pribumi non pribumi yang ramai beranda saya itu sebenarnya maksudnya apa ikut","['dan', 'soal', 'soal', 'ribut', 'ribut', 'pribumi', 'non', 'pribumi', 'yang', 'ramai', 'beranda', 'saya', 'itu', 'sebenarnya', 'maksudnya', 'apa', 'ikut']","['ribut', 'ribut', 'pribumi', 'non', 'pribumi', 'ramai', 'beranda', 'maksudnya']","['ribut', 'ribut', 'pribumi', 'non', 'pribumi', 'ramai', 'beranda', 'maksud']"
Non_HS,"sedih liat pak anies saat ini tokoh yang dulu saya kagumi kenapa jadi seperti ini","['sedih', 'liat', 'pak', 'anies', 'saat', 'ini', 'tokoh', 'yang', 'dulu', 'saya', 'kagumi', 'kenapa', 'jadi', 'seperti', 'ini']","['sedih', 'liat', 'anies', 'tokoh', 'kagumi']","['sedih', 'liat', 'anies', 'tokoh', 'kagum']"
Non_HS,"awal akhir bisanya serang pribadi btp gak ada program perlu dibanggakan","['awal', 'akhir', 'bisanya', 'serang', 'pribadi', 'btp', 'gak', 'ada', 'program', 'perlu', 'dibanggakan']","['bisanya', 'serang', 'pribadi', 'btp', 'gak', 'program', 'dibanggakan']","['bisa', 'serang', 'pribadi', 'btp', 'gak', 'program', 'bangga']"
Non_HS,"gimana nih pasti ikut gedeg juga kan dengerin retorika ada wawasan tapi gimana udah terlanjur","['gimana', 'nih', 'pasti', 'ikut', 'gedeg', 'juga', 'kan', 'dengerin', 'retorika', 'ada', 'wawasan', 'tapi', 'gimana', 'udah', 'terlanjur']","['gimana', 'nih', 'gedeg', 'dengerin', 'retorika', 'wawasan', 'gimana', 'udah', 'terlanjur']","['gimana', 'nih', 'gedeg', 'dengerin', 'retorika', 'wawas', 'gimana', 'udah', 'lanjur']"
Non_HS,"haduhhhh pak anies terus pendukung anda yang didatengin jakarta itu dari mana pak dari luar jakarta kan","['haduhhhh', 'pak', 'anies', 'terus', 'pendukung', 'anda', 'yang', 'didatengin', 'jakarta', 'itu', 'dari', 'mana', 'pak', 'dari', 'luar', 'jakarta', 'kan']","['haduhhhh', 'anies', 'pendukung', 'didatengin', 'jakarta', 'jakarta']","['haduhhhh', 'anies', 'dukung', 'didatengin', 'jakarta', 'jakarta']"
Non_HS,"haha anies pendemo jawa barat kok ngomen takut kalah haha","['haha', 'anies', 'pendemo', 'jawa', 'barat', 'kok', 'ngomen', 'takut', 'kalah', 'haha']","['haha', 'anies', 'pendemo', 'jawa', 'barat', 'ngomen', 'takut', 'kalah', 'haha']","['haha', 'anies', 'demo', 'jawa', 'barat', 'ngomen', 'takut', 'kalah', 'haha']"
Non_HS,"pak uno habis m istrinya marah pak saya beli sepatu rb aja istri saya marah pak","['pak', 'uno', 'habis', 'm', 'istrinya', 'marah', 'pak', 'saya', 'beli', 'sepatu', 'rb', 'aja', 'istri', 'saya', 'marah', 'pak']","['uno', 'habis', 'm', 'istrinya', 'marah', 'beli', 'sepatu', 'rb', 'aja', 'istri', 'marah']","['uno', 'habis', 'm', 'istri', 'marah', 'beli', 'sepatu', 'rb', 'aja', 'istri', 'marah']"
Non_HS,"jangan suka menyerang ini bukan perang mengapa ingin ibadah harus menyerang orang","['jangan', 'suka', 'menyerang', 'ini', 'bukan', 'perang', 'mengapa', 'ingin', 'ibadah', 'harus', 'menyerang', 'orang']","['suka', 'menyerang', 'perang', 'ibadah', 'menyerang', 'orang']","['suka', 'serang', 'perang', 'ibadah', 'serang', 'orang']"
Non_HS,"paslon serang terus dengan membawa hal biasa menyerang paslon tenang menjawabnya","['paslon', 'serang', 'terus', 'dengan', 'membawa', 'hal', 'biasa', 'menyerang', 'paslon', 'tenang', 'menjawabnya']","['paslon', 'serang', 'membawa', 'menyerang', 'paslon', 'tenang', 'menjawabnya']","['paslon', 'serang', 'bawa', 'serang', 'paslon', 'tenang', 'jawab']"
Non_HS,"aahhh akuh sedih akuh org depok ternyata ngga boleh jakarta pak manies jahattttt","['aahhh', 'akuh', 'sedih', 'akuh', 'org', 'depok', 'ternyata', 'ngga', 'boleh', 'jakarta', 'pak', 'manies', 'jahattttt']","['aahhh', 'akuh', 'sedih', 'akuh', 'org', 'depok', 'ngga', 'jakarta', 'manies', 'jahattttt']","['aahhh', 'akuh', 'sedih', 'akuh', 'org', 'depok', 'ngga', 'jakarta', 'manies', 'jahattttt']"
Non_HS,"saludd utk mata najwa berbobot sekali perdebatan malam ini","['saludd', 'utk', 'mata', 'najwa', 'berbobot', 'sekali', 'perdebatan', 'malam', 'ini']","['saludd', 'utk', 'mata', 'najwa', 'berbobot', 'perdebatan', 'malam']","['saludd', 'utk', 'mata', 'najwa', 'bobot', 'debat', 'malam']"
Non_HS,"jadilah orang yang bertanggung jawab atas segala tindakan anda dengan demikian anda akan menuai hal yang positif","['jadilah', 'orang', 'yang', 'bertanggung', 'jawab', 'atas', 'segala', 'tindakan', 'anda', 'dengan', 'demikian', 'anda', 'akan', 'menuai', 'hal', 'yang', 'positif']","['orang', 'bertanggung', 'tindakan', 'menuai', 'positif']","['orang', 'tanggung', 'tindak', 'tuai', 'positif']"
Non_HS,"menurut anda apakah dugaan penistaan agama dgn terdakwa btp murni isyu pilkada dki jakarta atau murni demi islam","['menurut', 'anda', 'apakah', 'dugaan', 'penistaan', 'agama', 'dgn', 'terdakwa', 'btp', 'murni', 'isyu', 'pilkada', 'dki', 'jakarta', 'atau', 'murni', 'demi', 'islam']","['dugaan', 'penistaan', 'agama', 'dgn', 'terdakwa', 'btp', 'murni', 'isyu', 'pilkada', 'dki', 'jakarta', 'murni', 'islam']","['duga', 'nista', 'agama', 'dgn', 'dakwa', 'btp', 'murni', 'isyu', 'pilkada', 'dki', 'jakarta', 'murni', 'islam']"
Non_HS,"semua kejujuran akan mendapatkan pahala dari surga sabar pak basuki","['semua', 'kejujuran', 'akan', 'mendapatkan', 'pahala', 'dari', 'surga', 'sabar', 'pak', 'basuki']","['kejujuran', 'pahala', 'surga', 'sabar', 'basuki']","['jujur', 'pahala', 'surga', 'sabar', 'basuki']"
Non_HS,"jadilah orang yang bertanggung jawab atas segala tindakan anda dengan demikian anda akan menuai hal yang positif","['jadilah', 'orang', 'yang', 'bertanggung', 'jawab', 'atas', 'segala', 'tindakan', 'anda', 'dengan', 'demikian', 'anda', 'akan', 'menuai', 'hal', 'yang', 'positif']","['orang', 'bertanggung', 'tindakan', 'menuai', 'positif']","['orang', 'tanggung', 'tindak', 'tuai', 'positif']"
Non_HS,"terima kasih telah memberikan pendidikan demokrasi pada rakyat indonesia khususnya jakarta","['terima', 'kasih', 'telah', 'memberikan', 'pendidikan', 'demokrasi', 'pada', 'rakyat', 'indonesia', 'khususnya', 'jakarta']","['terima', 'kasih', 'pendidikan', 'demokrasi', 'rakyat', 'indonesia', 'jakarta']","['terima', 'kasih', 'didik', 'demokrasi', 'rakyat', 'indonesia', 'jakarta']"
Non_HS,"keberagaman itu datang hati terdalam bukan pencitraan","['keberagaman', 'itu', 'datang', 'hati', 'terdalam', 'bukan', 'pencitraan']","['keberagaman', 'hati', 'terdalam', 'pencitraan']","['agam', 'hati', 'dalam', 'citra']"
Non_HS,"membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja tanpa teruji lewat rekam jejak dan integritas tokohnya","['membangun', 'bangsa', 'dan', 'negara', 'ini', 'engga', 'cukup', 'dengan', 'metoda', 'pencitraan', 'saja', 'tanpa', 'teruji', 'lewat', 'rekam', 'jejak', 'dan', 'integritas', 'tokohnya']","['membangun', 'bangsa', 'negara', 'engga', 'metoda', 'pencitraan', 'teruji', 'rekam', 'jejak', 'integritas', 'tokohnya']","['bangun', 'bangsa', 'negara', 'engga', 'metoda', 'citra', 'uji', 'rekam', 'jejak', 'integritas', 'tokoh']"
Non_HS,"jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi","['jangan', 'ada', 'keberpihakan', 'dalam', 'badan', 'hukum', 'karena', 'itu', 'akan', 'merusak', 'demokrasi']","['keberpihakan', 'badan', 'hukum', 'merusak', 'demokrasi']","['pihak', 'badan', 'hukum', 'rusak', 'demokrasi']"
Non_HS,"jika bisa menceritakan kembali kalimat dilontarkan anies dgn bahasa sendiri luar biasa","['jika', 'bisa', 'menceritakan', 'kembali', 'kalimat', 'dilontarkan', 'anies', 'dgn', 'bahasa', 'sendiri', 'luar', 'biasa']","['menceritakan', 'kalimat', 'dilontarkan', 'anies', 'dgn', 'bahasa']","['cerita', 'kalimat', 'lontar', 'anies', 'dgn', 'bahasa']"
Non_HS,"kalau liat sosmed pak ahok menang telak namun sayang hanya kata kata manis lah diserap bbrp warga kecil","['kalau', 'liat', 'sosmed', 'pak', 'ahok', 'menang', 'telak', 'namun', 'sayang', 'hanya', 'kata', 'kata', 'manis', 'lah', 'diserap', 'bbrp', 'warga', 'kecil']","['liat', 'sosmed', 'ahok', 'menang', 'telak', 'sayang', 'manis', 'diserap', 'bbrp', 'warga']","['liat', 'sosmed', 'ahok', 'menang', 'telak', 'sayang', 'manis', 'serap', 'bbrp', 'warga']"
Non_HS,"seharusnya mah basuki sudah bebas kan","['seharusnya', 'mah', 'basuki', 'sudah', 'bebas', 'kan']","['mah', 'basuki', 'bebas']","['mah', 'basuki', 'bebas']"
Non_HS,"kenapa debat ini ahok makin keliatan diatas angin kliatan dia sangat menguasai problem solusi tata kelola jakarta","['kenapa', 'debat', 'ini', 'ahok', 'makin', 'keliatan', 'diatas', 'angin', 'kliatan', 'dia', 'sangat', 'menguasai', 'problem', 'solusi', 'tata', 'kelola', 'jakarta']","['debat', 'ahok', 'keliatan', 'diatas', 'angin', 'kliatan', 'menguasai', 'problem', 'solusi', 'tata', 'kelola', 'jakarta']","['debat', 'ahok', 'liat', 'atas', 'angin', 'kliatan', 'kuasa', 'problem', 'solusi', 'tata', 'kelola', 'jakarta']"
Non_HS,"kalau lihat ahok itu kayak lihat power rangers merah","['kalau', 'lihat', 'ahok', 'itu', 'kayak', 'lihat', 'power', 'rangers', 'merah']","['lihat', 'ahok', 'kayak', 'lihat', 'power', 'rangers', 'merah']","['lihat', 'ahok', 'kayak', 'lihat', 'power', 'rangers', 'merah']"
Non_HS,"kesimpulan ahok spt biasa fokus detail program anies terlalu fokus menjatuhkan lawan","['kesimpulan', 'ahok', 'spt', 'biasa', 'fokus', 'detail', 'program', 'anies', 'terlalu', 'fokus', 'menjatuhkan', 'lawan']","['kesimpulan', 'ahok', 'spt', 'fokus', 'detail', 'program', 'anies', 'fokus', 'menjatuhkan', 'lawan']","['simpul', 'ahok', 'spt', 'fokus', 'detail', 'program', 'anies', 'fokus', 'jatuh', 'lawan']"
Non_HS,"pertunjukan yang sangat membuat saya serius dan gak mau diganggu selamat untuk pak buat gagasan nya","['pertunjukan', 'yang', 'sangat', 'membuat', 'saya', 'serius', 'dan', 'gak', 'mau', 'diganggu', 'selamat', 'untuk', 'pak', 'buat', 'gagasan', 'nya']","['pertunjukan', 'serius', 'gak', 'diganggu', 'selamat', 'gagasan', 'nya']","['tunjuk', 'serius', 'gak', 'ganggu', 'selamat', 'gagas', 'nya']"
Non_HS,"jangan berpihak melayani rakyat dengan sepenuh hati tuhan yang memberi kekuasaan tuhan yang mengambil ahok","['jangan', 'berpihak', 'melayani', 'rakyat', 'dengan', 'sepenuh', 'hati', 'tuhan', 'yang', 'memberi', 'kekuasaan', 'tuhan', 'yang', 'mengambil', 'ahok']","['berpihak', 'melayani', 'rakyat', 'sepenuh', 'hati', 'tuhan', 'kekuasaan', 'tuhan', 'mengambil', 'ahok']","['pihak', 'layan', 'rakyat', 'sepenuh', 'hati', 'tuhan', 'kuasa', 'tuhan', 'ambil', 'ahok']"
Non_HS,"pak ahok jangan blunder dong pak dari tadi udah bagus pertanyaannya komitmen menerima hasil kontestasi","['pak', 'ahok', 'jangan', 'blunder', 'dong', 'pak', 'dari', 'tadi', 'udah', 'bagus', 'pertanyaannya', 'komitmen', 'menerima', 'hasil', 'kontestasi']","['ahok', 'blunder', 'udah', 'bagus', 'pertanyaannya', 'komitmen', 'menerima', 'hasil', 'kontestasi']","['ahok', 'blunder', 'udah', 'bagus', 'tanya', 'komitmen', 'terima', 'hasil', 'kontestasi']"
Non_HS,"jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi","['jangan', 'ada', 'keberpihakan', 'dalam', 'badan', 'hukum', 'karena', 'itu', 'akan', 'merusak', 'demokrasi']","['keberpihakan', 'badan', 'hukum', 'merusak', 'demokrasi']","['pihak', 'badan', 'hukum', 'rusak', 'demokrasi']"
Non_HS,"jika bisa menceritakan kembali kalimat dilontarkan anies dgn bahasa sendiri luar biasa","['jika', 'bisa', 'menceritakan', 'kembali', 'kalimat', 'dilontarkan', 'anies', 'dgn', 'bahasa', 'sendiri', 'luar', 'biasa']","['menceritakan', 'kalimat', 'dilontarkan', 'anies', 'dgn', 'bahasa']","['cerita', 'kalimat', 'lontar', 'anies', 'dgn', 'bahasa']"
Non_HS,"kenapa debat ini ahok makin keliatan diatas angin kliatan dia sangat menguasai problem solusi tata kelola jakarta","['kenapa', 'debat', 'ini', 'ahok', 'makin', 'keliatan', 'diatas', 'angin', 'kliatan', 'dia', 'sangat', 'menguasai', 'problem', 'solusi', 'tata', 'kelola', 'jakarta']","['debat', 'ahok', 'keliatan', 'diatas', 'angin', 'kliatan', 'menguasai', 'problem', 'solusi', 'tata', 'kelola', 'jakarta']","['debat', 'ahok', 'liat', 'atas', 'angin', 'kliatan', 'kuasa', 'problem', 'solusi', 'tata', 'kelola', 'jakarta']"
Non_HS,"kiranya jakarta semakin baik selamat berjuang buat pak ahok dan pak anies","['kiranya', 'jakarta', 'semakin', 'baik', 'selamat', 'berjuang', 'buat', 'pak', 'ahok', 'dan', 'pak', 'anies']","['jakarta', 'selamat', 'berjuang', 'ahok', 'anies']","['jakarta', 'selamat', 'juang', 'ahok', 'anies']"
Non_HS,"masihkah ahoker debat soal program jlebb kena uppercut anies soal kjp pergubnya blm rubah","['masihkah', 'ahoker', 'debat', 'soal', 'program', 'jlebb', 'kena', 'uppercut', 'anies', 'soal', 'kjp', 'pergubnya', 'blm', 'rubah']","['ahoker', 'debat', 'program', 'jlebb', 'kena', 'uppercut', 'anies', 'kjp', 'pergubnya', 'blm', 'rubah']","['ahoker', 'debat', 'program', 'jlebb', 'kena', 'uppercut', 'anies', 'kjp', 'pergubnya', 'blm', 'rubah']"
Non_HS,"semua penganut agama harus dapet hak yang sama ahok","['semua', 'penganut', 'agama', 'harus', 'dapet', 'hak', 'yang', 'sama', 'ahok']","['penganut', 'agama', 'dapet', 'hak', 'ahok']","['anut', 'agama', 'dapet', 'hak', 'ahok']"
Non_HS,"aku heran kenapa ilklan kampanye terbaru itu begitu ini aku loh yang bingung bkn akuang asiang atau aming","['aku', 'heran', 'kenapa', 'ilklan', 'kampanye', 'terbaru', 'itu', 'begitu', 'ini', 'aku', 'loh', 'yang', 'bingung', 'bkn', 'akuang', 'asiang', 'atau', 'aming']","['heran', 'ilklan', 'kampanye', 'terbaru', 'loh', 'bingung', 'bkn', 'akuang', 'asiang', 'aming']","['heran', 'ilklan', 'kampanye', 'baru', 'loh', 'bingung', 'bkn', 'akuang', 'asiang', 'aming']"
Non_HS,"abis nyoblos streaming video perkembangan pilkada  pake dari ooredoo kuota habis deh","['abis', 'nyoblos', 'streaming', 'video', 'perkembangan', 'pilkada', 'pake', 'dari', 'ooredoo', 'kuota', 'habis', 'deh']","['abis', 'nyoblos', 'streaming', 'video', 'perkembangan', 'pilkada', 'pake', 'ooredoo', 'kuota', 'habis', 'deh']","['abis', 'nyoblos', 'streaming', 'video', 'kembang', 'pilkada', 'pake', 'ooredoo', 'kuota', 'habis', 'deh']"
Non_HS,"muslim sedang diuji negara mayoritas islam semoga kita smua bisa bersabar dan menahan utk tidak berbicara kasar sbg balasan","['muslim', 'sedang', 'diuji', 'negara', 'mayoritas', 'islam', 'semoga', 'kita', 'smua', 'bisa', 'bersabar', 'dan', 'menahan', 'utk', 'tidak', 'berbicara', 'kasar', 'sbg', 'balasan']","['muslim', 'diuji', 'negara', 'mayoritas', 'islam', 'semoga', 'smua', 'bersabar', 'menahan', 'utk', 'berbicara', 'kasar', 'sbg', 'balasan']","['muslim', 'uji', 'negara', 'mayoritas', 'islam', 'moga', 'smua', 'sabar', 'tahan', 'utk', 'bicara', 'kasar', 'sbg', 'balas']"
